Date,Close,High,Low,Open,Volume
,O,O,O,O,O
2020-01-02,53.613285064697266,54.73762672705057,53.20645290298939,54.626673030587995,2061523
2020-01-03,54.582279205322266,54.663646789274544,53.33958752322004,53.39876553628561,1826227
2020-01-06,54.85599136352539,55.07789881476389,54.234642346406034,54.478745201997846,1324056
2020-01-07,54.87077713012695,55.255419767345394,54.249428195523905,55.255419767345394,1610436
2020-01-08,55.122257232666016,55.21102133518796,54.678436720056276,54.94472902762212,1912812
2020-01-09,54.182838439941406,55.137048136954874,54.13105695546785,55.0482840378815,2061936
2020-01-10,54.54529571533203,54.72282392765681,54.11626823154144,54.205032337703834,2507141
2020-01-13,55.44775390625,55.499535422787886,54.59710082740541,54.6710719264435,1664410
2020-01-14,55.44775390625,55.469943488750204,54.88558287202032,55.29242100471114,1566576
2020-01-15,56.202213287353516,56.46850559303379,55.884145319588555,55.97290942148199,2023236
2020-01-16,56.32797622680664,56.609061659746075,56.00990816744188,56.21702252349501,1510126
2020-01-17,56.47590637207031,56.771784792667056,56.143039508877465,56.327964249754736,1820448
2020-01-21,57.48929977416992,57.66682218455923,56.475911862679176,56.48330838711061,1898261
2020-01-22,56.875328063964844,57.822141108347125,56.653420758699085,57.615026846894686,1269154
2020-01-23,57.134239196777344,57.39313500536506,56.71260821433055,57.03068203814917,1147584
2020-01-24,57.05288314819336,57.57066904605097,56.91973404300444,57.156440327764884,1033961
2020-01-27,57.252593994140625,57.62984003940598,56.77179078194313,56.88274447336793,1850170
2020-01-28,57.79256820678711,58.17721072982614,57.592850421673326,57.65202261042744,3353587
2020-01-29,57.79999923706055,58.184641989731844,57.64466050077491,57.84437840512056,2594035
2020-01-30,58.42131423950195,58.44350963682008,57.5262823674336,57.71860365062416,2756575
2020-01-31,58.17130661010742,58.7203040195083,57.674243914036005,58.50515259716388,6917909
2020-02-03,58.0155143737793,58.586767073757336,57.89681395539558,58.20098633305884,2146663
2020-02-04,58.10454177856445,58.56451247622111,57.86714093922022,57.92648822842197,1291754
2020-02-05,58.23808670043945,58.42356452745989,57.42201463615039,57.77812178339549,1843874
2020-02-06,58.72027587890625,58.89832348191625,58.31223430191521,58.3270769566591,1047686
