Date,Close,High,Low,Open,Volume
,PLD,PLD,PLD,PLD,PLD
2020-01-02,76.1346435546875,77.34039712153111,75.57482869463564,77.22843020702375,2246200
2020-01-03,76.98725891113281,77.39204810359152,75.40255955518757,75.40255955518757,2188000
2020-01-06,76.6858139038086,77.16811251256141,76.55662489908532,77.03031572612878,1794500
2020-01-07,76.19490814208984,76.59969732875219,75.68676642771807,76.32409715902004,2054500
2020-01-08,76.60830688476562,76.84946278833709,75.9193097298981,76.18629555246196,2013700
2020-01-09,76.6169204711914,77.34898281564502,76.42744411998135,76.89252064454429,1688300
2020-01-10,77.03034973144531,77.28011349861589,76.66001125885842,76.71168425522866,2204300
2020-01-13,79.06288146972656,79.08010360663282,77.08200061334345,77.1164514579827,2833800
2020-01-14,78.05520629882812,79.09731962799238,77.78822048704983,78.84756252261502,3124500
2020-01-15,79.41598510742188,79.65713443078718,78.38248612990587,78.45138124313436,3309500
2020-01-16,80.39781951904297,80.41504822727237,79.5021172450961,79.70020796477242,2627500
2020-01-17,81.19017028808594,81.62941036194124,80.36336969489345,80.39782054096318,4292500
2020-01-21,82.3097915649414,82.3442424075696,81.0093001817393,81.08681622035932,3335500
2020-01-22,80.90596771240234,83.00741689644065,80.71649133177314,81.9653033738075,3434700
2020-01-23,82.42176055908203,82.46482575961109,80.19973682748191,80.56146085694856,3200900
2020-01-24,82.809326171875,83.35191220638102,82.30979876630168,82.59401331473067,3201800
2020-01-27,81.81027221679688,82.73181099218458,81.68108318699305,82.15477410599809,2770800
2020-01-28,82.30117797851562,82.69735281619208,81.85333016182855,82.0772573555853,2245200
2020-01-29,83.11076354980469,83.21411608759232,82.0341992551181,82.5251123106621,2730100
2020-01-30,82.8609848022461,83.50692326179353,82.34423534877331,82.74902450142183,3455200
2020-01-31,79.99303436279297,82.65430482840027,79.67437552344684,82.5681809953561,5227600
2020-02-03,79.12317657470703,80.52701413476714,78.83896200664456,80.52701413476714,23204900
2020-02-04,80.4581069946289,81.06959472128548,78.8217279638494,79.21790940388368,4978000
2020-02-05,79.87244415283203,80.96623698939217,79.60545835105678,80.83704797953041,5736500
2020-02-06,80.19113159179688,80.47534617762192,79.70021847574807,79.87246615579657,3935200
2020-02-07,80.21694946289062,80.57867344950832,79.75187294974234,80.34613847834731,3643800
2020-02-10,81.52605438232422,81.81887668171483,80.41503937362073,80.72509037934385,5153300
2020-02-11,82.8609848022461,83.41218509539385,81.85332238235029,82.10308604187439,3740400
2020-02-12,83.36051940917969,83.842818065143,82.80070471446433,83.23994474518885,2523300
2020-02-13,83.08492279052734,83.61889444793593,82.76625741017018,83.22271959633945,3652700
2020-02-14,84.01508331298828,84.0925927910939,83.21411918509388,83.41220334302643,3296000
2020-02-18,84.7040786743164,84.73852952076726,83.73948125700112,84.08397657985539,3742800
2020-02-19,84.20457458496094,85.11750584175806,84.07539208851557,84.92802941919962,4724300
2020-02-20,85.22081756591797,85.29833360343972,83.4638706125577,84.12703125398203,3992900
2020-02-21,85.46198272705078,85.94428142765226,85.19499031422326,85.20360466839885,6382300
2020-02-24,82.66291809082031,84.95384355949847,82.52511470310847,84.22178113205412,3688200
2020-02-25,78.97675323486328,83.20550089582076,78.90785811452538,82.88683550230364,5305900
2020-02-26,78.59781646728516,80.37199251641246,78.35666709021865,79.23514075965059,4662200
2020-02-27,74.6791000366211,78.21022908092658,74.64464919584421,78.02936709496744,6227400
2020-02-28,72.58625030517578,73.37859983458479,69.7096744424332,72.70682494787606,7285600
2020-03-02,76.0226821899414,76.0226821899414,71.91451460600835,72.94801398399073,5715300
2020-03-03,76.98725891113281,78.88200928381977,75.5145198670229,76.33270603458625,5843400
2020-03-04,81.27629089355469,81.36241471293619,77.67626004846797,77.71071089038581,4210300
2020-03-05,77.26284790039062,79.97579061874704,76.30685849896194,79.32123783695228,3135200
2020-03-06,73.96426391601562,74.41211829975836,70.8637603557812,74.36905310372781,5562100
2020-03-09,66.97952270507812,69.61495662321487,66.72115121130241,69.61495662321487,7291600
2020-03-10,69.64077758789062,69.77857437301473,65.62734355200008,69.21015195678609,6623400
2020-03-11,63.46560287475586,67.41874271904857,63.01774857219394,67.2378807559919,7836800
2020-03-12,60.442626953125,63.207243315891596,53.406200906441434,58.70290191732412,7912600
2020-03-13,67.58108520507812,68.05003724859118,62.005777508170034,64.40264129982069,6021800
2020-03-16,55.909427642822266,63.15212519240976,55.65758256834663,60.11262526854966,6663800
2020-03-17,61.389225006103516,63.430031062255495,56.06575300097221,57.724454946454586,7883800
2020-03-18,58.87944793701172,61.19815016568745,55.674945033518235,56.856008182886676,7302000
2020-03-19,55.50127029418945,59.009719232012316,54.928107565151734,58.14129065390715,5489800
2020-03-20,54.5546760559082,58.53208002665736,54.20730334383876,56.35232271836542,6826500
2020-03-23,55.032310485839844,56.47390159439303,51.94939012081972,54.71099288378657,5631200
2020-03-24,61.26763153076172,61.840790878670916,57.5247002999918,57.5247002999918,7893700
2020-03-25,62.691856384277344,65.41872138116297,59.25288027277033,59.73051197888912,6918200
2020-03-26,67.46820068359375,68.03267381106203,61.97104763372466,62.86552777481963,4965400
2020-03-27,68.75348663330078,71.21114101707917,64.47213362176278,64.8195063664751,4490800
2020-03-30,71.975341796875,72.72219073421641,66.92108888694979,70.16032966175224,6295900
2020-03-31,69.79559326171875,71.53245007088906,65.32318565298861,70.50770428845526,11324400
2020-04-01,63.62107849121094,66.41741952902856,59.92157095123218,66.39136110660257,7994100
2020-04-02,65.57503509521484,66.26109437604357,61.71052445957839,61.97105564870745,5395900
2020-04-03,63.90765380859375,65.35793452240995,62.25764486420623,64.3331885684768,3882600
2020-04-06,69.67402648925781,70.29060997360365,66.90373725451197,67.76347967628048,5914400
2020-04-07,70.29927062988281,75.08431258107352,70.14295326553375,74.96273314497783,5388700
2020-04-08,74.84115600585938,75.3708978332129,70.09953797585426,71.64533938986976,5110400
2020-04-09,79.66094207763672,80.36436697937893,75.5619588650695,76.33485963072239,8283900
2020-04-13,75.04092407226562,79.6349058764992,74.9106584474866,78.97490486196595,4250500
2020-04-14,77.42041015625,78.1064695377093,76.25671239985564,76.77777485454274,3663800
2020-04-15,75.15379333496094,76.34354260923534,73.72088517264979,75.1103692654189,3870200
2020-04-16,76.59538269042969,76.79512413888745,74.51115981836098,75.68353684029536,2887300
2020-04-17,78.34963989257812,78.98358914553691,76.63014811799539,78.38437783632159,3678400
2020-04-20,76.85592651367188,77.69830326549709,76.31749842859185,77.28145464711513,3187900
2020-04-21,77.29012298583984,77.84591659861276,72.69613622902733,72.77429822566423,4255100
2020-04-22,76.3088150024414,78.83593850280927,76.13512532635778,77.87198233369205,3317900
2020-04-23,75.3361587524414,77.25538459532996,75.2319449660756,76.46511824853229,2974600
2020-04-24,77.32487487792969,77.75040299020338,75.33617280646983,75.63143531788073,2916300
2020-04-27,79.75647735595703,80.48596080616544,77.92409915346033,78.87936926333761,2539400
2020-04-28,77.80250549316406,81.78859572059844,77.50724298587893,81.72780599112306,3141800
2020-04-29,78.29751586914062,79.89542111108216,78.14987799033968,79.50463094066356,3151300
2020-04-30,77.4898681640625,77.78513063641745,75.44905614685644,77.03828169088307,3377000
2020-05-01,75.42301940917969,76.96882119199984,74.76301184580582,75.84854755009908,2643300
